Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
crt_bl_assign_rater_s7,behavior_scores,,dropdown,Site 7 assigned rater,"7000, 7000 | 7001, 7001 | 7002, 7002 | 7003, 7003 | 7004, 7004 | 7005, 7005 | 7006, 7006 | 7007, 7007 | 7008, 7008 | 7009, 7009 | 7010, 7010 | 7011, 7011 | 7012, 7012 | 7013, 7013 | 7014, 7014 | 7015, 7015 | 7016, 7016 | 7017, 7017 | 7018, 7018 | 7019, 7019 | 7020, 7020",,,,,,[crt_bl_assign_site(7)] = '1',,,,,,
crt_bl_email_s7,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes | 0, No",,,,,,[crt_bl_assign_site(7)] = '1',,,,,,
crt_bl_assign_rater_s2,behavior_scores,,dropdown,Site 2 assigned rater,"2000, 2000 | 2001, 2001 | 2002, 2002 | 2003, 2003 | 2004, 2004 | 2005, 2005 | 2006, 2006 | 2007, 2007 | 2008, 2008 | 2009, 2009 | 2010, 2010 | 2011, 2011 | 2012, 2012 | 2013, 2013 | 2014, 2014 | 2015, 2015 | 2016, 2016 | 2017, 2017 | 2018, 2018 | 2019, 2019 | 2020, 2020",,,,,,[crt_bl_assign_site(2)] = '1',,,,,,
crt_bl_email_s2,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes | 0, No",,,,,,[crt_bl_assign_site(2)] = '1',,,,,,
crt_bl_assign_rater_s4,behavior_scores,,dropdown,Site 4 assigned rater,"4000, 4000|4001, 4001|4002, 4002|4003, 4003|4004, 4004|4005, 4005|4006, 4006|4007, 4007|4008, 4008|4009, 4009|4010, 4010|4011, 4011|4012, 4012|4013, 4013|4014, 4014|4015, 4015|4016, 4016|4017, 4017|4018, 4018|4019, 4019|4020, 4020",,,,,,[crt_bl_assign_site(4)] = '1',,,,,,
crt_bl_email_s4,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_bl_assign_site(4)] = '1',,,,,,
crt_bl_assign_rater_s8,behavior_scores,,dropdown,Site 8 assigned rater,"8000, 8000 | 8001, 8001 | 8002, 8002 | 8003, 8003 | 8004, 8004 | 8005, 8005 | 8006, 8006 | 8007, 8007 | 8008, 8008 | 8009, 8009 | 8010, 8010 | 8011, 8011 | 8012, 8012 | 8013, 8013 | 8014, 8014 | 8015, 8015 | 8016, 8016 | 8017, 8017 | 8018, 8018 | 8019, 8019 | 8020, 8020",,,,,,[crt_bl_assign_site(8)] = '1',,,,,,
crt_bl_email_s8,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_bl_assign_site(8)] = '1',,,,,,
crt_bl_assign_rater_s6,behavior_scores,,dropdown,Site 6 assigned rater,"6000, 6000|6001, 6001|6002, 6002|6003, 6003|6004, 6004|6005, 6005|6006, 6006|6007, 6007|6008, 6008|6009, 6009|6010, 6010|6011, 6011|6012, 6012|6013, 6013|6014, 6014|6015, 6015|6016, 6016|6017, 6017|6018, 6018|6019, 6019|6020, 6020",,,,,,[crt_bl_assign_site(6)] = '1',,,,,,
crt_bl_email_s6,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_bl_assign_site(6)] = '1',,,,,,
crt_bl_assign_rater_s9,behavior_scores,,dropdown,Site 9 assigned rater,"9000, 9000 | 9001, 9001 | 9002, 9002 | 9003, 9003 | 9004, 9004 | 9005, 9005 | 9006, 9006 | 9007, 9007 | 9008, 9008 | 9009, 9009 | 9010, 9010",,,,,,,,,,,,
crt_bl_email_s9,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes | 0, No",,,,,,,,,,,,
crt_bl_rater_s1,behavior_scores,Site 1 Corner Test Results,dropdown,Authorized rater,"1000, 1000 | 1001, 1001 | 1002, 1002 | 1003, 1003 | 1004, 1004 | 1005, 1005 | 1006, 1006 | 1007, 1007 | 1008, 1008 | 1009, 1009 | 1010, 1010 | 1011, 1011 | 1012, 1012 | 1013, 1013 | 1014, 1014 | 1015, 1015 | 1016, 1016 | 1017, 1017 | 1018, 1018 | 1019, 1019 | 1020, 1020",,,,,,[crt_bl_assign_site(1)] = '1',,,,,,
crt_bl_rate_date_s1,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_bl_assign_site(1)] = '1',,,,,,
crt_bl_right_s1,behavior_scores,,text,Right,,,number,0,10,,[crt_bl_assign_site(1)] = '1',,,,,,
crt_bl_left_s1,behavior_scores,,text,Left,,,number,0,10,,[crt_bl_assign_site(1)] = '1',,,,,,
crt_bl_rate_comment_s1,behavior_scores,,text,Comments,,,,,,,[crt_bl_assign_site(1)] = '1',,,,,,
crt_bl_rater_s2,behavior_scores,Site 2 Corner Test Results,dropdown,Authorized rater,"2000, 2000 | 2001, 2001 | 2002, 2002 | 2003, 2003 | 2004, 2004 | 2005, 2005 | 2006, 2006 | 2007, 2007 | 2008, 2008 | 2009, 2009 | 2010, 2010 | 2011, 2011 | 2012, 2012 | 2013, 2013 | 2014, 2014 | 2015, 2015 | 2016, 2016 | 2017, 2017 | 2018, 2018 | 2019, 2019 | 2020, 2020",,,,,,[crt_bl_assign_site(2)] = '1',,,,,,
crt_bl_rate_date_s2,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_bl_assign_site(2)] = '1',,,,,,
crt_bl_right_s2,behavior_scores,,text,Right,,,number,0,10,,[crt_bl_assign_site(2)] = '1',,,,,,
crt_bl_left_s2,behavior_scores,,text,Left,,,number,0,10,,[crt_bl_assign_site(2)] = '1',,,,,,
crt_bl_rate_comment_s2,behavior_scores,,text,Comments,,,,,,,[crt_bl_assign_site(2)] = '1',,,,,,
crt_bl_rater_s7,behavior_scores,Site 7 Corner Test Results,dropdown,Authorized rater,"7000, 7000 | 7001, 7001 | 7002, 7002 | 7003, 7003 | 7004, 7004 | 7005, 7005 | 7006, 7006 | 7007, 7007 | 7008, 7008 | 7009, 7009 | 7010, 7010 | 7011, 7011 | 7012, 7012 | 7013, 7013 | 7014, 7014 | 7015, 7015 | 7016, 7016 | 7017, 7017 | 7018, 7018 | 7019, 7019 | 7020, 7020",,,,,,[crt_bl_assign_site(7)] = '1',,,,,,
crt_bl_rate_date_s7,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_bl_assign_site(7)] = '1',,,,,,
crt_bl_right_s7,behavior_scores,,text,Right,,,number,0,10,,[crt_bl_assign_site(7)] = '1',,,,,,
crt_bl_left_s7,behavior_scores,,text,Left,,,number,0,10,,[crt_bl_assign_site(7)] = '1',,,,,,
crt_bl_rate_comment_s7,behavior_scores,,text,Comments,,,,,,,[crt_bl_assign_site(7)] = '1',,,,,,
crt_bl_rater_s4,behavior_scores,Site 4 Corner Test Results,dropdown,Authorized rater,"4000, 4000 | 4001, 4001 | 4002, 4002 | 4003, 4003 | 4004, 4004 | 4005, 4005 | 4006, 4006 | 4007, 4007 | 4008, 4008 | 4009, 4009 | 4010, 4010 | 4011, 4011 | 4012, 4012 | 4013, 4013 | 4014, 4014 | 4015, 4015 | 4016, 4016 | 4017, 4017 | 4018, 4018 | 4019, 4019 | 4020, 4020",,,,,,[crt_bl_assign_site(4)] = '1',,,,,,
crt_bl_rate_date_s4,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_bl_assign_site(4)] = '1',,,,,,
crt_bl_right_s4,behavior_scores,,text,Right,,,number,0,10,,[crt_bl_assign_site(4)] = '1',,,,,,
crt_bl_left_s4,behavior_scores,,text,Left,,,number,0,10,,[crt_bl_assign_site(4)] = '1',,,,,,
crt_bl_rate_comment_s4,behavior_scores,,text,Comments,,,,,,,[crt_bl_assign_site(4)] = '1',,,,,,
crt_bl_rater_s6,behavior_scores,Site 6 Corner Test Results,dropdown,Authorized rater,"6000, 6000 | 6001, 6001 | 6002, 6002 | 6003, 6003 | 6004, 6004 | 6005, 6005 | 6006, 6006 | 6007, 6007 | 6008, 6008 | 6009, 6009 | 6010, 6010 | 6011, 6011 | 6012, 6012 | 6013, 6013 | 6014, 6014 | 6015, 6015 | 6016, 6016 | 6017, 6017 | 6018, 6018 | 6019, 6019 | 6020, 6020",,,,,,[crt_bl_assign_site(6)] = '1',,,,,,
crt_bl_rate_date_s6,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_bl_assign_site(6)] = '1',,,,,,
crt_bl_right_s6,behavior_scores,,text,Right,,,number,0,10,,[crt_bl_assign_site(6)] = '1',,,,,,
crt_bl_left_s6,behavior_scores,,text,Left,,,number,0,10,,[crt_bl_assign_site(6)] = '1',,,,,,
corner_bl_rate_comment_s6,behavior_scores,,text,Comments,,,,,,,[crt_bl_assign_site(6)] = '1',,,,,,
crt_bl_rater_s8,behavior_scores,Site 8 Corner Test Results,dropdown,Authorized rater,"8000, 8000 | 8001, 8001 | 8002, 8002 | 8003, 8003 | 8004, 8004 | 8005, 8005 | 8006, 8006 | 8007, 8007 | 8008, 8008 | 8009, 8009 | 8010, 8010 | 8011, 8011 | 8012, 8012 | 8013, 8013 | 8014, 8014 | 8015, 8015 | 8016, 8016 | 8017, 8017 | 8018, 8018 | 8019, 8019 | 8020, 8020",,,,,,[crt_bl_assign_site(8)] = '1',,,,,,
crt_bl_rate_date_s8,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_bl_assign_site(8)] = '1',,,,,,
crt_bl_right_s8,behavior_scores,,text,Right,,,number,0,10,,[crt_bl_assign_site(8)] = '1',,,,,,
crt_bl_left_s8,behavior_scores,,text,Left,,,number,0,10,,[crt_bl_assign_site(8)] = '1',,,,,,
crt_bl_rate_comment_s8,behavior_scores,,text,Comments,,,,,,,[crt_bl_assign_site(8)] = '1',,,,,,
crt_bl_rater_s9,behavior_scores,Site 9 Corner Test Results,dropdown,Authorized rater,"9000, 9000 | 9001, 9001 | 9002, 9002 | 9003, 9003 | 9004, 9004 | 9005, 9005 | 9006, 9006 | 9007, 9007 | 9008, 9008 | 9009, 9009 | 9010, 9010",,,,,,,,,,,,
crt_bl_rate_date_s9,behavior_scores,,text,Date rated,,,date_mdy,,,,,,,,,,
crt_bl_right_s9,behavior_scores,,text,Right,,,number,0,10,,,,,,,,
crt_bl_left_s9,behavior_scores,,text,Left,,,number,0,10,,,,,,,,
crt_bl_rate_comment_s9,behavior_scores,,text,Comments,,,,,,,,,,,,,
crt_d7_conduct,behavior_scores,"<div class=""rich-text-field-label""><h3>Day 7 Corner Test Rating</h3></div>",radio,Was the Day 7 corner rating conducted?,"1, Yes | 0, No",,,,,,,,,,,,
crt_d7_conduct_rsn,behavior_scores,,radio,"If not conducted, specify reason","1, Animal death|2, Equipment failure|3, Other",,,,,,[crt_d7_conduct] = '0',,,,,,
crt_d7_conduct_rsn_oth,behavior_scores,,text,"If other reason not conducted, specify",,,,,,,[crt_d7_conduct_rsn] = '3',,,,,,
crt_d7_ida_video_rec_dtt,behavior_scores,,text,Date and time of video recording,,,datetime_mdy,,,,,,,,,,
crt_d7_ida_visit_code,behavior_scores,,text,IDA visit code,,,,,,,,,,,,,
crt_d7_ida_videouid,behavior_scores,,text,VIDEOUID,,,,,,,,,,,,,
crt_d7_ida_videouid_url,behavior_scores,,text,VIDEOUID URL,,,,,,,,,,,,,
crt_d7_test_tag_color,behavior_scores,,radio,Corner test ear tag color,"1, Orange | 2, Yellow | 3, White | 4, Blue | 5, Green | 6, None",,,,,,,,,,,,
crt_d7_ai_success,behavior_scores,,radio,Was this video successfully analyzed by AI?,"1, Yes | 0, No",,,,,,,,,,,,
crt_d7_ai_fail_rsn,behavior_scores,,checkbox,Why did the video fail AI analysis?,"1, Wrong angle of camera position (Animal hidden behind the apparatus walls) | 2, Inferior quality of the image (RED light) | 3, Reflection on apparatus | 4, Unexpected manipulations with the animal on top of the apparatus | 5, Corrupted video | 6, Video with different behavior tests on it | 7, The video with the wrong animal tag | 8, Other",,,,,,[crt_d7_ai_success] = '0',,,,,,
crt_d7_ai_fail_rsn_oth,behavior_scores,,notes,"If video fails AI analysis for other reason, specify",,,,,,,[crt_d7_ai_fail_rsn(8)] = '1',,,,,,
crt_d7_qa_assign,behavior_scores,,radio,Was this video assigned for quality control?,"1, Yes|0, No",,,,,,,,,,,,
crt_d7_qa_site,behavior_scores,,checkbox,Assigned site,"1, AG | 7, DK | 2, IW | 4, MG | 8, SD | 6, YL | 9, CC",,,,,,[crt_d7_qa_assign]= '1',,,,,,
crt_d7_video_assign,behavior_scores,,radio,Was this video assigned for rating?,"1, Yes|0, No",,,,,,,,,,,,
crt_d7_video_assign_no,behavior_scores,,radio,"If video not assigned, please specify reason","1, Animal died before all behavior tests were collected | 3, Other",,,,,,[crt_d7_video_assign] = '0',,,,,,
crt_d7_video_assign_no_oth,behavior_scores,,text,"If video not assigned for other reason, specify",,,,,,,[crt_d7_video_assign_no] = '3',,,,,,
crt_d7_assign_site,behavior_scores,,checkbox,Assigned site,"1, AG | 7, DK | 2, IW | 4, MG | 8, SD | 6, YL | 9, CC",,,,,,[crt_d7_video_assign] = '1',,,,,,
crt_d7_assign_rater_s1,behavior_scores,,dropdown,Site 1 assigned rater,"1000, 1000|1001, 1001|1002, 1002|1003, 1003|1004, 1004|1005, 1005|1006, 1006|1007, 1007|1008, 1008|1009, 1009|1010, 1010|1011, 1011|1012, 1012|1013, 1013|1014, 1014|1015, 1015|1016, 1016|1017, 1017|1018, 1018|1019, 1019|1020, 1020",,,,,,[crt_d7_assign_site(1)] = '1',,,,,,
crt_d7_email_s1,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_d7_assign_site(1)] = '1',,,,,,
crt_d7_assign_rater_s7,behavior_scores,,dropdown,Site 7 assigned rater,"7000, 7000 | 7001, 7001 | 7002, 7002 | 7003, 7003 | 7004, 7004 | 7005, 7005 | 7006, 7006 | 7007, 7007 | 7008, 7008 | 7009, 7009 | 7010, 7010 | 7011, 7011 | 7012, 7012 | 7013, 7013 | 7014, 7014 | 7015, 7015 | 7016, 7016 | 7017, 7017 | 7018, 7018 | 7019, 7019 | 7020, 7020",,,,,,[crt_d7_assign_site(7)] = '1',,,,,,
crt_d7_email_s7,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes | 0, No",,,,,,[crt_d7_assign_site(7)] = '1',,,,,,
crt_d7_assign_rater_s2,behavior_scores,,dropdown,Site 2 assigned rater,"2000, 2000 | 2001, 2001 | 2002, 2002 | 2003, 2003 | 2004, 2004 | 2005, 2005 | 2006, 2006 | 2007, 2007 | 2008, 2008 | 2009, 2009 | 2010, 2010 | 2011, 2011 | 2012, 2012 | 2013, 2013 | 2014, 2014 | 2015, 2015 | 2016, 2016 | 2017, 2017 | 2018, 2018 | 2019, 2019 | 2020, 2020",,,,,,[crt_d7_assign_site(2)] = '1',,,,,,
crt_d7_email_s2,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes | 0, No",,,,,,[crt_d7_assign_site(2)] = '1',,,,,,
crt_d7_assign_rater_s4,behavior_scores,,dropdown,Site 4 assigned rater,"4000, 4000|4001, 4001|4002, 4002|4003, 4003|4004, 4004|4005, 4005|4006, 4006|4007, 4007|4008, 4008|4009, 4009|4010, 4010|4011, 4011|4012, 4012|4013, 4013|4014, 4014|4015, 4015|4016, 4016|4017, 4017|4018, 4018|4019, 4019|4020, 4020",,,,,,[crt_d7_assign_site(4)] = '1',,,,,,
crt_d7_email_s4,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_d7_assign_site(4)] = '1',,,,,,
crt_d7_assign_rater_s8,behavior_scores,,dropdown,Site 8 assigned rater,"8000, 8000 | 8001, 8001 | 8002, 8002 | 8003, 8003 | 8004, 8004 | 8005, 8005 | 8006, 8006 | 8007, 8007 | 8008, 8008 | 8009, 8009 | 8010, 8010 | 8011, 8011 | 8012, 8012 | 8013, 8013 | 8014, 8014 | 8015, 8015 | 8016, 8016 | 8017, 8017 | 8018, 8018 | 8019, 8019 | 8020, 8020",,,,,,[crt_d7_assign_site(8)] = '1',,,,,,
crt_d7_email_s8,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_d7_assign_site(8)] = '1',,,,,,
crt_d7_assign_rater_s6,behavior_scores,,dropdown,Site 6 assigned rater,"6000, 6000|6001, 6001|6002, 6002|6003, 6003|6004, 6004|6005, 6005|6006, 6006|6007, 6007|6008, 6008|6009, 6009|6010, 6010|6011, 6011|6012, 6012|6013, 6013|6014, 6014|6015, 6015|6016, 6016|6017, 6017|6018, 6018|6019, 6019|6020, 6020",,,,,,[crt_d7_assign_site(6)] = '1',,,,,,
crt_d7_email_s6,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_d7_assign_site(6)] = '1',,,,,,
crt_d7_assign_rater_s9,behavior_scores,,dropdown,Site 9 assigned rater,"9000, 9000 | 9001, 9001 | 9002, 9002 | 9003, 9003 | 9004, 9004 | 9005, 9005 | 9006, 9006 | 9007, 9007 | 9008, 9008 | 9009, 9009 | 9010, 9010",,,,,,,,,,,,
crt_d7_email_s9,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes | 0, No",,,,,,,,,,,,
crt_d7_rater_s1,behavior_scores,Site 1 Corner Test Results,dropdown,Authorized rater,"1000, 1000 | 1001, 1001 | 1002, 1002 | 1003, 1003 | 1004, 1004 | 1005, 1005 | 1006, 1006 | 1007, 1007 | 1008, 1008 | 1009, 1009 | 1010, 1010 | 1011, 1011 | 1012, 1012 | 1013, 1013 | 1014, 1014 | 1015, 1015 | 1016, 1016 | 1017, 1017 | 1018, 1018 | 1019, 1019 | 1020, 1020",,,,,,[crt_d7_assign_site(1)] = '1',,,,,,
crt_d7_rate_date_s1,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d7_assign_site(1)] = '1',,,,,,
crt_d7_right_s1,behavior_scores,,text,Right,,,number,0,10,,[crt_d7_assign_site(1)] = '1',,,,,,
crt_d7_left_s1,behavior_scores,,text,Left,,,number,0,10,,[crt_d7_assign_site(1)] = '1',,,,,,
crt_d7_rate_comment_s1,behavior_scores,,text,Comments,,,,,,,[crt_d7_assign_site(1)] = '1',,,,,,
crt_d7_rater_s2,behavior_scores,Site 2 Corner Test Results,dropdown,Authorized rater,"2000, 2000 | 2001, 2001 | 2002, 2002 | 2003, 2003 | 2004, 2004 | 2005, 2005 | 2006, 2006 | 2007, 2007 | 2008, 2008 | 2009, 2009 | 2010, 2010 | 2011, 2011 | 2012, 2012 | 2013, 2013 | 2014, 2014 | 2015, 2015 | 2016, 2016 | 2017, 2017 | 2018, 2018 | 2019, 2019 | 2020, 2020",,,,,,[crt_d7_assign_site(2)] = '1',,,,,,
crt_d7_rate_date_s2,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d7_assign_site(2)] = '1',,,,,,
crt_d7_right_s2,behavior_scores,,text,Right,,,number,0,10,,[crt_d7_assign_site(2)] = '1',,,,,,
crt_d7_left_s2,behavior_scores,,text,Left,,,number,0,10,,[crt_d7_assign_site(2)] = '1',,,,,,
crt_d7_rate_comment_s2,behavior_scores,,text,Comments,,,,,,,[crt_d7_assign_site(2)] = '1',,,,,,
crt_d7_rater_s7,behavior_scores,Site 7 Corner Test Results,dropdown,Authorized rater,"7000, 7000 | 7001, 7001 | 7002, 7002 | 7003, 7003 | 7004, 7004 | 7005, 7005 | 7006, 7006 | 7007, 7007 | 7008, 7008 | 7009, 7009 | 7010, 7010 | 7011, 7011 | 7012, 7012 | 7013, 7013 | 7014, 7014 | 7015, 7015 | 7016, 7016 | 7017, 7017 | 7018, 7018 | 7019, 7019 | 7020, 7020",,,,,,[crt_d7_assign_site(7)] = '1',,,,,,
crt_d7_rate_date_s7,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d7_assign_site(7)] = '1',,,,,,
crt_d7_right_s7,behavior_scores,,text,Right,,,number,0,10,,[crt_d7_assign_site(7)] = '1',,,,,,
crt_d7_left_s7,behavior_scores,,text,Left,,,number,0,10,,[crt_d7_assign_site(7)] = '1',,,,,,
crt_d7_rate_comment_s7,behavior_scores,,text,Comments,,,,,,,[crt_d7_assign_site(7)] = '1',,,,,,
crt_d7_rater_s4,behavior_scores,Site 4 Corner Test Results,dropdown,Authorized rater,"4000, 4000 | 4001, 4001 | 4002, 4002 | 4003, 4003 | 4004, 4004 | 4005, 4005 | 4006, 4006 | 4007, 4007 | 4008, 4008 | 4009, 4009 | 4010, 4010 | 4011, 4011 | 4012, 4012 | 4013, 4013 | 4014, 4014 | 4015, 4015 | 4016, 4016 | 4017, 4017 | 4018, 4018 | 4019, 4019 | 4020, 4020",,,,,,[crt_d7_assign_site(4)] = '1',,,,,,
crt_d7_rate_date_s4,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d7_assign_site(4)] = '1',,,,,,
crt_d7_right_s4,behavior_scores,,text,Right,,,number,0,10,,[crt_d7_assign_site(4)] = '1',,,,,,
crt_d7_left_s4,behavior_scores,,text,Left,,,number,0,10,,[crt_d7_assign_site(4)] = '1',,,,,,
crt_d7_rate_comment_s4,behavior_scores,,text,Comments,,,,,,,[crt_d7_assign_site(4)] = '1',,,,,,
crt_d7_rater_s6,behavior_scores,Site 6 Corner Test Results,dropdown,Authorized rater,"6000, 6000 | 6001, 6001 | 6002, 6002 | 6003, 6003 | 6004, 6004 | 6005, 6005 | 6006, 6006 | 6007, 6007 | 6008, 6008 | 6009, 6009 | 6010, 6010 | 6011, 6011 | 6012, 6012 | 6013, 6013 | 6014, 6014 | 6015, 6015 | 6016, 6016 | 6017, 6017 | 6018, 6018 | 6019, 6019 | 6020, 6020",,,,,,[crt_d7_assign_site(6)] = '1',,,,,,
crt_d7_rate_date_s6,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d7_assign_site(6)] = '1',,,,,,
crt_d7_right_s6,behavior_scores,,text,Right,,,number,0,10,,[crt_d7_assign_site(6)] = '1',,,,,,
crt_d7_left_s6,behavior_scores,,text,Left,,,number,0,10,,[crt_d7_assign_site(6)] = '1',,,,,,
crt_d7_rate_comment_s6,behavior_scores,,text,Comments,,,,,,,[crt_d7_assign_site(6)] = '1',,,,,,
crt_d7_rater_s8,behavior_scores,Site 8 Corner Test Results,dropdown,Authorized rater,"8000, 8000 | 8001, 8001 | 8002, 8002 | 8003, 8003 | 8004, 8004 | 8005, 8005 | 8006, 8006 | 8007, 8007 | 8008, 8008 | 8009, 8009 | 8010, 8010 | 8011, 8011 | 8012, 8012 | 8013, 8013 | 8014, 8014 | 8015, 8015 | 8016, 8016 | 8017, 8017 | 8018, 8018 | 8019, 8019 | 8020, 8020",,,,,,[crt_d7_assign_site(8)] = '1',,,,,,
crt_d7_rate_date_s8,behavior_scores,,text,Date rated,,,date_mdy,,,,[crt_d7_assign_site(8)] = '1',,,,,,
crt_d7_right_s8,behavior_scores,,text,Right,,,number,0,10,,[crt_d7_assign_site(8)] = '1',,,,,,
crt_d7_left_s8,behavior_scores,,text,Left,,,number,0,10,,[crt_d7_assign_site(8)] = '1',,,,,,
crt_d7_rate_comment_s8,behavior_scores,,text,Comments,,,,,,,[crt_d7_assign_site(8)] = '1',,,,,,
crt_d7_rater_s9,behavior_scores,Site 9 Corner Test Results,dropdown,Authorized rater,"9000, 9000 | 9001, 9001 | 9002, 9002 | 9003, 9003 | 9004, 9004 | 9005, 9005 | 9006, 9006 | 9007, 9007 | 9008, 9008 | 9009, 9009 | 9010, 9010",,,,,,,,,,,,
crt_d7_rate_date_s9,behavior_scores,,text,Date rated,,,date_mdy,,,,,,,,,,
crt_d7_right_s9,behavior_scores,,text,Right,,,number,0,10,,,,,,,,
crt_d7_left_s9,behavior_scores,,text,Left,,,number,0,10,,,,,,,,
crt_d7_rate_comment_s9,behavior_scores,,text,Comments,,,,,,,,,,,,,
crt_d30_conduct,behavior_scores,"<div class=""rich-text-field-label""><h3>Day 30 Corner Test Rating</h3></div>",radio,Was the Day 30 corner rating conducted?,"1, Yes | 0, No",,,,,,,,,,,,
crt_d30_conduct_rsn,behavior_scores,,radio,"If not conducted, specify reason","1, Animal death|2, Equipment failure|3, Other",,,,,,[crt_d30_conduct] = '0',,,,,,
crt_d30_conduct_rsn_oth,behavior_scores,,text,"If other reason not conducted, specify",,,,,,,[crt_d30_conduct_rsn] = '3',,,,,,
crt_d30_ida_video_rec_dtt,behavior_scores,,text,Date and time of video recording,,,datetime_mdy,,,,,,,,,,
crt_d30_ida_visit_code,behavior_scores,,text,IDA visit code,,,,,,,,,,,,,
crt_d30_ida_videouid,behavior_scores,,text,VIDEOUID,,,,,,,,,,,,,
crt_d30_ida_videouid_url,behavior_scores,,text,VIDEOUID URL,,,,,,,,,,,,,
crt_d30_test_tag_color,behavior_scores,,radio,Corner test ear tag color,"1, Orange | 2, Yellow | 3, White | 4, Blue | 5, Green | 6, None",,,,,,,,,,,,
crt_d30_ai_success,behavior_scores,,radio,Was this video successfully analyzed by AI?,"1, Yes | 0, No",,,,,,,,,,,,
crt_d30_ai_fail_rsn,behavior_scores,,checkbox,Why did the video fail AI analysis?,"1, Wrong angle of camera position (Animal hidden behind the apparatus walls) | 2, Inferior quality of the image (RED light) | 3, Reflection on apparatus | 4, Unexpected manipulations with the animal on top of the apparatus | 5, Corrupted video | 6, Video with different behavior tests on it | 7, The video with the wrong animal tag | 8, Other",,,,,,[crt_d30_ai_success] = '0',,,,,,
crt_d30_ai_fail_rsn_oth,behavior_scores,,notes,"If video fails AI analysis for other reason, specify",,,,,,,[crt_d30_ai_fail_rsn(8)] = '1',,,,,,
crt_d30_qa_assign,behavior_scores,,radio,Was this video assigned for quality control?,"1, Yes|0, No",,,,,,,,,,,,
crt_d30_qa_site,behavior_scores,,checkbox,Assigned site,"1, AG | 7, DK | 2, IW | 4, MG | 8, SD | 6, YL | 9, CC",,,,,,[crt_d30_qa_assign]= '1',,,,,,
crt_d30_video_assign,behavior_scores,,radio,Was this video assigned for rating?,"1, Yes|0, No",,,,,,,,,,,,
crt_d30_video_assign_no,behavior_scores,,radio,"If video not assigned, please specify reason","1, Animal died before all behavior tests were collected | 3, Other",,,,,,[crt_d30_video_assign] = '0',,,,,,
crt_d30_video_no_oth,behavior_scores,,text,"If video not assigned for other reason, specify",,,,,,,[crt_d30_video_assign_no] = '3',,,,,,
crt_d30_assign_site,behavior_scores,,checkbox,Assigned site,"1, AG | 7, DK | 2, IW | 4, MG | 8, SD | 6, YL | 9, CC",,,,,,[crt_d30_video_assign] = '1',,,,,,
crt_d30_assign_rater_s1,behavior_scores,,dropdown,Site 1 assigned rater,"1000, 1000|1001, 1001|1002, 1002|1003, 1003|1004, 1004|1005, 1005|1006, 1006|1007, 1007|1008, 1008|1009, 1009|1010, 1010|1011, 1011|1012, 1012|1013, 1013|1014, 1014|1015, 1015|1016, 1016|1017, 1017|1018, 1018|1019, 1019|1020, 1020",,,,,,[crt_d30_assign_site(1)] = '1',,,,,,
crt_d30_email_s1,behavior_scores,,radio,Was this video assignment emailed to the site?,"1, Yes|0, No",,,,,,[crt_d30_assign_site(1)] = '1',,,,,,
